source,seq,url,http_status,fetched_at_utc,snapshot_path,snapshot_sha256,business_name,extracted_title,extracted_site_name,extracted_address,district
alt_one,1,https://www.fixture-b.example/venue/001,200,2026-08-03T00:00:00.000Z,docs/discovery/D3/reachability/snapshots/alt_one.01.html,b8f4f7aa31f1ec1dfe20b4fbceab18ad3e30cbb6d6931c2043abd52f8f5585a6,픽스처업체01,alt_one fixture 1,alt_one,서울 강남구 테스트로 1,서초구
alt_one,2,https://www.fixture-b.example/venue/002,200,2026-08-03T00:00:12.000Z,docs/discovery/D3/reachability/snapshots/alt_one.02.html,ca14aeaa2fb66c6f7a90878ed70b102671475549a189d9a80cb2554dd02114ac,픽스처업체02,alt_one fixture 2,alt_one,서울 강남구 테스트로 1,송파구
alt_one,3,https://www.fixture-b.example/venue/003,200,2026-08-03T00:00:24.000Z,docs/discovery/D3/reachability/snapshots/alt_one.03.html,9ad21119bb8c082e082955e1f81553963b97ca695f4ebb0f26a406f8a412465b,픽스처업체03,alt_one fixture 3,alt_one,서울 강남구 테스트로 1,강남구
alt_one,4,https://www.fixture-b.example/venue/004,200,2026-08-03T00:00:36.000Z,docs/discovery/D3/reachability/snapshots/alt_one.04.html,43c238235581fb3f29c93e56911850948a13cd244ed3d7e0840b3dc602f2b06c,픽스처업체04,alt_one fixture 4,alt_one,서울 강남구 테스트로 1,서초구
alt_one,5,https://www.fixture-b.example/venue/005,200,2026-08-03T00:00:48.000Z,docs/discovery/D3/reachability/snapshots/alt_one.05.html,9751574b5f41ef5b6cf19cb363c6dd50a67f8de33be5a400d006d50dfcbdcc93,픽스처업체05,alt_one fixture 5,alt_one,서울 강남구 테스트로 1,송파구
alt_one,6,https://www.fixture-b.example/venue/006,200,2026-08-03T00:01:00.000Z,docs/discovery/D3/reachability/snapshots/alt_one.06.html,830be9ca2bf40a9e99bfdbe6d2a8da168ee989f12e6210a397801d3ddee9e5a0,픽스처업체06,alt_one fixture 6,alt_one,서울 강남구 테스트로 1,강남구
alt_one,7,https://www.fixture-b.example/venue/007,200,2026-08-03T00:01:12.000Z,docs/discovery/D3/reachability/snapshots/alt_one.07.html,393d9f22f1aac5d1507930067225a5472cea7581ea1812856bce6c4f996fb01e,픽스처업체07,alt_one fixture 7,alt_one,서울 강남구 테스트로 1,서초구
alt_one,8,https://www.fixture-b.example/venue/008,200,2026-08-03T00:01:24.000Z,docs/discovery/D3/reachability/snapshots/alt_one.08.html,7b53c6611fa8ec3c3c927c793d0c07178474da6be63ab07d3f9919d5e46f5d29,픽스처업체08,alt_one fixture 8,alt_one,서울 강남구 테스트로 1,송파구
alt_one,9,https://www.fixture-b.example/venue/009,200,2026-08-03T00:01:36.000Z,docs/discovery/D3/reachability/snapshots/alt_one.09.html,1c55d3989722950d9104d7b64efb8eaa40b47df8221eae33f5752f49deb2a032,픽스처업체09,alt_one fixture 9,alt_one,서울 강남구 테스트로 1,강남구
alt_one,10,https://www.fixture-b.example/venue/010,200,2026-08-03T00:01:48.000Z,docs/discovery/D3/reachability/snapshots/alt_one.10.html,8749c5cd0ad09fa41884cc67eef00c81da6dbd7fd131780a0e5bc941b81e6771,픽스처업체10,alt_one fixture 10,alt_one,서울 강남구 테스트로 1,서초구
